min(X),min(Y),min(Z),max(X),max(Y),max(Z),mean(X),mean(Y),mean(Z),variance(X),variance(Y),variance(Z),std(X),std(Y),std(Z),skewness(X),skewness(Y),skewness(Z),kurtosis(X),kurtosis(Y),kurtosis(Z),median(X),median(Y),median(Z),percentile25(X),percentile75(X),percentile25(Y),percentile75(Y),percentile25(Z),percentile75(Z),corr_axis(XY),corr_axis(XZ),corr_axis(YZ),zerocross(X),zerocross(Y),zerocross(Z),energy(X),energy(Y),energy(Z),dominantFr(X),dominantFrMag(X),dominantFr(Y),dominantFrMag(Y),dominantFr(Z),dominantFrMag(Z),IdentityTag,8activity
-0.307,4.9325,-8.8772,1.5103,7.1533,-6.8506,0.376744273,6.1859165,-7.6473405,0.162033069,0.184951726,0.14379504,0.402533314,0.430060142,0.379203165,0.437627792,-0.670714431,-0.724883337,2.254511299,3.525748739,4.060963128,0.28389,6.224,-7.6331,0.023326,0.736295,5.9759,6.4869,-7.8472,-7.4079,-0.178105923,-0.189310192,-0.151317467,9,11,24,61,7690,11725,0.78125,21.77814226,1.3671875,10.905721,0.390625,5.910903698,16,6
-0.37054,4.7527,-9.2856,1.1607,7.6522,-6.7,0.418114121,6.1458305,-7.8689585,0.150984473,0.202832598,0.298803891,0.388567206,0.450369401,0.546629573,0.217445736,0.044897633,-0.391236249,1.968150991,4.707186816,3.005736457,0.344655,6.1713,-7.78515,0.0821095,0.732555,5.90715,6.3978,-8.1821,-7.52945,-0.23244047,-0.197618612,-0.216355471,12,23,23,65,7595,12444,0.78125,18.99478242,1.5625,14.86221843,0.5859375,18.04905704,16,6
-1.0167,2.5153,-14.6821,0.99241,13.2228,-4.2358,0.000414732,6.211393,-7.7711875,0.157493027,1.845832295,2.860294304,0.396853912,1.358614108,1.691240463,-0.302696863,0.963379115,-1.292652517,2.494386766,8.651695091,6.701169824,0.10733,6.11165,-7.63105,-0.336205,0.28024,5.70485,6.7314,-8.49875,-6.7771,0.026103865,-0.081861596,-0.74271448,23,19,19,31,8084,12647,4.1015625,7.499946679,3.515625,109.5811781,3.515625,212.0603334,16,6
-0.63203,4.4943,-10.3102,1.5901,8.7248,-5.8276,0.22423079,6.069773,-7.7233815,0.348054549,0.557822835,0.606656227,0.589961481,0.746875381,0.778881395,0.586084614,0.556867054,-0.26311011,2.289556248,4.422322048,3.715090459,0.144625,6.0829,-7.7402,-0.2791,0.657615,5.6635,6.4599,-8.1668,-7.2088,0.095376866,-0.029695815,-0.633730359,12,25,28,79,7479,12051,0.78125,34.20777775,1.5625,22.45098921,4.1015625,24.32303701,16,6
-0.90618,4.7373,-8.9926,1.2548,7.7123,-6.274,0.041488981,6.2615595,-7.608605,0.337501991,0.394095854,0.346601556,0.580949216,0.627770542,0.588728762,0.243634539,-0.17231453,0.021347089,1.956211509,2.423895207,2.436474013,-0.01314735,6.3216,-7.60045,-0.462955,0.44917,5.78785,6.73205,-8.02465,-7.2032,-0.146267669,-0.06299831,-0.604113453,9,20,23,68,7920,11647,0.78125,46.75137251,3.125,33.00158276,3.3203125,23.97283401,16,6
-0.96702,4.7664,-10.0635,0.93784,7.849,-6.3513,0.065938867,6.1608745,-7.8031665,0.206481335,0.43084776,0.50914952,0.454402174,0.656389945,0.713547139,0.091549737,0.191802593,-0.328457147,2.127246898,2.581155992,3.081096368,0.0489825,6.14955,-7.7377,-0.297835,0.42771,5.70475,6.5872,-8.265,-7.30025,-0.011844345,-0.02506727,-0.523652363,16,29,30,42,7677,12279,0.9765625,18.89681835,1.5625,24.19817362,6.8359375,19.15278793,16,6
-1.7589,3.8788,-10.3109,1.6486,7.1423,-6.0228,0.14305907,5.786534,-7.9046895,0.415124925,0.471557134,0.715231202,0.644301889,0.686700177,0.845713428,-0.564984354,-0.120969221,-0.464455349,3.210708892,2.673597972,2.953778309,0.26225,5.69725,-7.84495,-0.331545,0.638895,5.341,6.31915,-8.42715,-7.29685,0.022958693,0.075354395,-0.589748199,15,26,24,87,6791,12639,0.5859375,43.51515599,4.4921875,18.16626836,3.90625,23.82457412,16,6
-1.0798,4.238,-10.0865,1.7327,7.364,-6.265,0.108727987,5.963231,-7.8714715,0.374885539,0.348970813,0.586596237,0.612278971,0.590737516,0.765895709,0.073238564,-0.015101383,-0.356094507,2.362227541,2.820923382,2.781433718,0.1576,5.9923,-7.80945,-0.384765,0.55667,5.58485,6.3541,-8.4369,-7.2406,0.043728263,-0.063225158,-0.603885503,9,24,27,77,7181,12509,0.5859375,55.95641936,2.9296875,20.23985858,3.7109375,25.79675814,16,6
-1.1682,3.8001,-10.7221,1.1679,8.0612,-5.4783,-0.13818919,5.888932,-7.9314835,0.334215082,0.863057841,1.233993201,0.578113382,0.929009064,1.110852466,0.330961765,0.200507367,-0.106468653,1.974727367,2.351712327,2.560861663,-0.233185,5.85045,-7.9241,-0.619915,0.380795,5.1156,6.5501,-8.6612,-7.1374,-0.073428145,0.063085155,-0.749807465,11,21,23,70,7108,12827,0.78125,45.59026032,3.3203125,52.74292646,3.3203125,129.2915637,16,6
-1.579,4.6158,-9.4834,1.4335,7.6691,-6.2324,0.045434634,5.9984705,-7.7141965,0.425425038,0.613930376,0.541947816,0.652246149,0.783537093,0.736171051,-0.202578114,0.244016727,-0.315902864,2.754472793,1.97097627,2.414805959,0.058132,5.9068,-7.68855,-0.312745,0.474885,5.36345,6.5951,-8.19835,-7.17365,-0.095043788,-0.024222431,-0.66648725,11,18,25,85,7319,12010,0.78125,51.69467015,5.46875,48.59638886,4.296875,32.83517516,16,6
-1.2316,4.0433,-10.2753,1.1952,7.9539,-5.6257,0.140785098,5.9535505,-7.9086465,0.275478811,0.945126952,1.078759516,0.524860754,0.972176399,1.038633485,-0.523723848,0.039425155,0.161819564,2.82404201,2.200722395,2.422004289,0.183845,5.90625,-8.03285,-0.0959415,0.517245,5.2495,6.66395,-8.64565,-7.0505,0.081185749,-0.012805533,-0.78029074,17,21,21,59,7277,12724,0.5859375,24.99254584,3.3203125,73.33043843,3.515625,89.53327374,16,6
-1.1085,4.3599,-10.0417,1.39,8.5913,-5.8521,0.000835313,5.925443,-7.8759955,0.347005269,0.72210504,0.807659237,0.589071531,0.849767639,0.898698635,0.497723383,0.917648421,-0.256688957,2.620301355,3.873941954,2.740124544,-0.0412415,5.8258,-7.76195,-0.489315,0.366615,5.2961,6.407,-8.4546,-7.24395,-0.210525401,0.014104222,-0.794747348,10,17,20,69,7166,12567,0.5859375,51.17783795,3.125,58.10934464,3.125,54.39299967,16,6
-1.1823,4.7991,-9.6885,1.1921,7.3214,-6.3977,0.028729605,5.8806715,-7.905388,0.305222687,0.270032606,0.340980369,0.552469626,0.519646617,0.583935244,-0.051935239,-0.040148483,-0.143171059,2.448777799,2.728301374,3.444406809,0.0203745,5.90105,-7.92775,-0.33904,0.460945,5.5543,6.2489,-8.23565,-7.51005,0.16394448,-0.217744214,-0.625844692,15,24,28,61,6970,12567,0.5859375,30.23836527,2.734375,11.97420246,2.734375,14.81498882,16,6
-0.85177,3.7102,-10.2085,1.1203,7.8826,-5.836,0.055974323,5.9770895,-7.8788255,0.189219859,0.602760588,0.780511807,0.43499409,0.776376576,0.883465793,0.228021482,-0.148155022,-0.18715209,2.44281853,3.395522408,2.703701276,0.042823,6.0078,-7.93935,-0.27508,0.30471,5.4769,6.42925,-8.42705,-7.1761,-0.08553775,0.084106571,-0.625599099,21,23,30,38,7265,12571,0.78125,18.39503697,3.125,42.33163732,3.3203125,48.70989328,16,6
-0.94504,4.5581,-10.1717,1.1185,7.8187,-6.0519,0.051050675,6.045085,-7.868699,0.223294386,0.492227267,0.704256451,0.472540354,0.701589101,0.839199887,0.076284771,0.105243627,-0.17010702,2.422897663,2.14445215,2.699262661,0.063668,5.97545,-7.85045,-0.32287,0.33431,5.50825,6.5565,-8.4144,-7.3182,-0.051921413,0.005296479,-0.474099013,17,20,25,45,7407,12523,0.78125,14.79282493,3.3203125,32.62947838,3.3203125,42.41166161,16,6
-0.9483,4.0733,-10.6485,1.7036,8.9225,-6.1876,0.157507106,5.9457935,-8.0602,0.23780847,0.642918823,0.754964329,0.487656099,0.801822189,0.868886833,0.068844996,0.880792564,-0.149060612,3.184617101,5.475958979,2.677879082,0.223975,5.8326,-8.07585,-0.14648,0.465525,5.50135,6.31645,-8.74675,-7.4137,0.025608087,0.006511173,-0.591784978,17,24,18,52,7198,13144,0.78125,27.54044106,3.515625,35.14755545,3.515625,80.06312613,16,6
-0.78552,4.6452,-9.4578,1.5147,7.7741,-6.3836,0.389956315,6.1655865,-7.919885,0.271385157,0.43274386,0.394841048,0.520946405,0.657832699,0.628363787,-0.040053063,0.308316805,-0.226680716,2.388633249,2.470658495,3.065553022,0.40175,6.10355,-7.8375,-0.00543335,0.76529,5.6601,6.6382,-8.2975,-7.5778,-0.026693852,-0.015176951,-0.544977614,16,17,29,84,7689,12623,0.78125,36.01906892,1.5625,32.93247338,3.515625,19.35824859,16,6
-0.873,4.9614,-10.0007,1.9561,7.5924,-5.8098,0.317903839,6.1150785,-7.8413145,0.22883277,0.423177315,0.672870273,0.478364683,0.650520803,0.820286702,0.810385652,0.08947185,0.021743606,4.666954524,2.020198854,3.053567211,0.252595,6.06605,-7.8906,0.026814,0.539405,5.5978,6.6322,-8.3279,-7.2479,0.208962302,-0.271275321,-0.637192913,22,19,25,66,7563,12431,0.78125,17.1570012,3.7109375,26.8572488,3.90625,58.87535186,16,6
-1.3326,2.3679,-11.839,1.2602,12.6692,-3.9428,0.346215634,6.1849375,-7.708066,0.247982924,2.228059551,2.549056798,0.497978839,1.4926686,1.596576587,-0.597307363,0.549608024,-0.174411814,3.729890072,5.949637671,3.549224495,0.357905,6.1854,-7.6207,0.099528,0.6669,5.61195,6.8149,-8.57655,-7.0023,-0.067257746,0.353453713,-0.775014074,26,20,24,73,8094,12390,0.78125,15.93309678,3.90625,129.0215394,3.90625,218.6845106,16,6
-0.60983,4.7813,-9.7445,1.1389,8.8456,-5.2946,0.053291785,6.3445045,-7.47068,0.136111884,0.854671843,0.820579594,0.368933441,0.924484636,0.905858485,0.257268939,0.355095971,0.089448184,2.576601485,2.399053952,2.818167736,0.055239,6.21825,-7.60395,-0.242185,0.33545,5.58115,7.0536,-8.0723,-6.8881,-0.013729724,0.052272907,-0.821465618,15,13,21,28,8221,11326,0.78125,17.1832879,3.125,107.2316122,3.125,91.59595163,16,6
-0.77637,4.991,-9.5845,1.289,8.059,-5.5998,0.15130784,6.4109735,-7.513319,0.231789643,0.392858839,0.382047209,0.481445369,0.626784524,0.618099676,0.241815156,0.104181903,0.119488357,2.350444204,2.567598417,4.287003836,0.122525,6.3681,-7.5573,-0.207525,0.450655,5.97585,6.85205,-7.8647,-7.20685,0.114571595,-0.136647938,-0.681250064,19,18,28,51,8298,11366,0.78125,25.04461528,1.5625,15.99394953,3.3203125,25.86484335,16,6
-1.0704,4.3441,-9.7056,1.5105,7.8932,-5.6699,-0.035683697,6.222468,-7.593366,0.274516108,0.648388526,0.673898193,0.523942848,0.805225761,0.820913024,0.249674542,-0.15884302,0.120289513,3.347375738,2.431497704,2.502771086,0.0252285,6.3167,-7.6654,-0.341075,0.22519,5.64315,6.79215,-8.18945,-6.9701,-0.081876044,-0.103466074,-0.79350691,7,18,18,55,7873,11666,0.78125,35.74748559,2.9296875,70.83922685,2.9296875,56.60840222,16,6
-0.88901,4.3445,-10.474,0.88247,8.1964,-5.3383,0.017336483,6.2158165,-7.7255665,0.164650745,0.793215187,0.830916911,0.405771789,0.890626289,0.911546439,0.008132569,0.15072165,-0.143650422,2.254960427,2.363788045,3.169961227,-0.0257565,6.17245,-7.60245,-0.261975,0.35918,5.57635,6.8064,-8.4018,-7.02865,0.212059143,-0.194723976,-0.764542916,11,16,17,33,7885,12102,0.78125,20.08094118,3.515625,87.74938841,3.515625,100.0162565,16,6
-1.0751,4.6449,-9.6685,1.4287,7.6995,-6.3358,0.228711808,6.177709,-7.69219,0.272448328,0.491600628,0.405528459,0.521965831,0.701142374,0.636811164,0.026999208,-0.29031595,-0.253751811,2.568926771,2.353989668,2.998862666,0.21062,6.20805,-7.6342,-0.151195,0.62948,5.66725,6.77715,-8.1858,-7.22815,-0.004365229,0.243646259,-0.501320097,10,22,27,65,7731,11915,0.78125,17.72256246,1.5625,25.9084027,3.7109375,26.99889077,16,6
-1.0387,4.4958,-10.1398,1.1781,8.0572,-6.0917,0.139609582,6.0439395,-7.7858115,0.225965205,0.560253564,0.809456103,0.475357976,0.748500878,0.899697784,-0.03063771,0.185583189,-0.41828849,2.561195084,2.452442465,2.349196365,0.0837775,6.0607,-7.6738,-0.143985,0.513475,5.4159,6.58565,-8.4308,-7.13475,0.09338954,0.058294586,-0.389802334,16,24,26,49,7417,12285,0.78125,22.1399101,1.953125,27.50099185,3.90625,37.95110101,16,6
-0.86819,3.1821,-10.0615,1.0309,9.5258,-5.327,0.010581773,6.3971595,-7.550368,0.178043576,1.591298261,1.192272647,0.421952101,1.26146671,1.091912381,-0.085258743,-0.192273296,-0.196283288,2.315568614,3.149226262,2.142458686,0.0549385,6.4125,-7.4058,-0.31758,0.31837,5.7723,7.2454,-8.4358,-6.6799,-0.030107847,-0.111156485,-0.66225835,18,21,23,35,8501,11639,0.78125,16.61112736,2.734375,93.05127691,4.4921875,56.87572575,16,6
-1.1843,3.4091,-9.9267,1.6185,8.3041,-5.5999,0.119415896,6.132657,-7.621464,0.213640916,1.033758504,0.900029191,0.462213064,1.016739152,0.948698683,-0.087688445,-0.125507618,0.087209976,4.08178405,2.380932681,2.320693449,0.175765,6.1047,-7.63235,-0.1644,0.394735,5.3849,7.03125,-8.3844,-6.89685,-0.095025925,0.167954186,-0.731869646,20,15,18,45,7728,11796,0.78125,14.95874465,2.734375,86.03937834,3.515625,71.90913723,16,6
-1.0007,4.0397,-10.7282,0.84,8.6065,-5.0431,-0.014464383,6.255283,-7.727522,0.162840923,1.058022514,1.569984727,0.403535529,1.028602214,1.252990314,-0.387654707,-0.087806643,-0.090751796,2.968446301,2.74628978,2.468738642,-0.00161012,6.32345,-7.76445,-0.22135,0.28708,5.66485,6.8883,-8.6293,-6.74915,-0.205493201,0.259239748,-0.796479307,21,21,22,32,8036,12255,2.734375,7.763649922,3.515625,115.1578162,3.7109375,177.2225276,16,6
-1.4206,0.010144,-14.8492,2.1212,15.6104,-4.5479,0.427393345,5.90140738,-8.108729,0.493070654,6.419421597,4.406026399,0.702189899,2.533657751,2.099053691,-0.044593355,0.908103346,-1.074716252,3.148971956,5.623262711,3.991981864,0.42338,5.7001,-7.73005,0.041004,0.89366,4.45805,7.1749,-8.8034,-6.83345,0.373908821,-0.293085765,-0.667235098,25,15,25,135,8243,14027,0.78125,27.35657228,3.7109375,345.5832085,3.7109375,235.2638435,16,6
-1.1638,4.6919,-9.0372,1.8473,7.3372,-7.0664,0.353047995,5.8135565,-8.034179,0.637230571,0.270658839,0.16398865,0.79826723,0.520248824,0.40495512,0.189357301,0.603524676,-0.162427943,2.080401501,3.25082526,2.631481261,0.250525,5.7552,-8.0548,-0.178755,0.91355,5.4464,6.0883,-8.3092,-7.7038,-0.4097771,-0.211806853,0.047469031,7,18,22,152,6813,12942,0.78125,86.26474424,1.3671875,22.17490985,0.5859375,7.897411181,16,6
-1.2541,4.8733,-9.436,1.2831,7.3376,-6.8481,-0.09867452,5.91675,-7.9184185,0.436540693,0.1896991,0.246301997,0.660712262,0.435544602,0.496288219,0.307875525,0.46451912,-0.272897584,2.095306091,3.92896084,2.800200036,-0.06292,5.89955,-7.9612,-0.68542,0.305775,5.645,6.1585,-8.1883,-7.5152,-0.053683824,-0.145185006,-0.520878591,5,18,18,89,7039,12589,0.78125,76.61969351,1.5625,14.14353211,3.125,14.35874237,16,6
-1.4273,2.6541,-15.0838,1.5244,12.3089,-3.2532,0.494038287,6.277994,-7.9529075,0.340585833,2.248682262,2.352229378,0.583597321,1.49956069,1.533697942,-0.524155543,0.98805281,-1.448295554,3.320588864,6.005125569,8.516703702,0.51309,6.2534,-7.71995,0.109805,0.98289,5.57495,6.68565,-8.4819,-7.30485,-0.243389351,0.165875811,-0.688627815,14,18,19,117,8330,13118,0.78125,40.52051778,3.515625,132.1999652,3.515625,140.5058684,16,6
-1.4275,5.0066,-9.1512,2.8216,7.9969,-5.5176,0.272856342,6.2271785,-7.5688415,0.626188286,0.440270783,0.524657792,0.791320596,0.663529037,0.724332653,0.462068884,0.200692718,0.186738413,3.691161688,2.228659957,2.990385318,0.263855,6.20805,-7.54475,-0.304095,0.755165,5.67535,6.76795,-8.05475,-7.13575,0.138766559,-0.21093235,-0.63465335,13,23,29,140,7843,11562,0.78125,63.15747559,3.3203125,13.91212148,3.3203125,17.37564319,16,6
-2.4028,4.7827,-9.0876,1.2761,8.5334,-6.0284,-0.088513768,6.187578,-7.599723,0.69002692,0.591274126,0.466153872,0.83067859,0.768943513,0.68275462,-0.454942256,0.701522868,-0.168933601,2.647805683,3.355592338,2.298329135,0.054496,6.06565,-7.5449,-0.73953,0.565725,5.665,6.64215,-8.12045,-7.05575,-0.409684776,0.113981323,-0.686375475,7,20,22,139,7775,11644,0.9765625,83.54073815,1.5625,30.98639917,4.1015625,25.52119579,16,6
-1.2436,4.2234,-9.6816,1.6759,7.6063,-6.0523,0.266918088,6.012134,-7.8567985,0.449179393,0.48905126,0.553656854,0.67020847,0.699322,0.744081215,-0.102634151,0.040109055,-0.116644486,2.592142934,2.588045444,2.877371996,0.23888,5.98905,-7.8636,-0.0944845,0.81245,5.5523,6.44405,-8.3258,-7.4029,-0.076689492,0.038717747,-0.475115423,15,23,26,104,7326,12456,0.78125,51.20614916,3.3203125,30.37597284,3.7109375,23.91012142,16,6
-0.90312,4.2411,-9.585,1.4794,7.953,-6.231,0.284012111,5.8431885,-7.900534,0.255486195,0.429896421,0.629919058,0.505456422,0.655664869,0.793674403,-0.261365203,0.680641885,-0.05753958,2.556184005,3.640931133,2.043289975,0.383255,5.77175,-7.84135,-0.0254205,0.62367,5.3568,6.19225,-8.58205,-7.29725,0.156022174,-0.024169048,-0.458797686,20,31,30,67,6914,12609,0.9765625,21.04593839,1.7578125,22.05222855,4.1015625,29.23907471,16,6
-1.1683,4.0429,-10.8778,1.6502,9.1041,-5.5069,0.045318263,5.854818,-8.009537,0.309758421,1.097077953,1.186321157,0.55655945,1.04741489,1.089183711,0.303967516,0.664271267,0.013289137,3.066404353,3.680756093,2.704516734,0.00617425,5.84165,-8.04305,-0.361885,0.40109,5.1229,6.42115,-8.75255,-7.19265,0.036251641,-0.032501258,-0.712147164,18,24,30,62,7074,13067,0.78125,31.67744948,4.1015625,49.91137638,4.296875,81.16087971,16,6
-1.323,3.1198,-11.2593,1.401,8.3327,-4.9922,0.083821634,5.9310265,-7.738579,0.251374312,0.835943399,1.410270191,0.501372428,0.914299404,1.187547974,0.389546557,-0.343862623,-0.204795267,3.530773186,3.994472844,3.033867922,0.0257685,5.8638,-7.63365,-0.27174,0.39744,5.37975,6.54385,-8.51485,-7.0275,-0.045490237,-0.007204817,-0.501341339,19,27,31,51,7202,12258,0.78125,18.83910634,1.5625,38.04447986,3.90625,92.11327494,16,6
-1.2312,3.647,-10.3633,0.99653,8.6957,-5.0893,-0.051898375,6.100623,-7.8622455,0.208381864,1.278970813,1.274930019,0.456488624,1.130915918,1.129127991,0.009473414,0.193678714,0.063673993,2.385592095,2.563028342,2.385446042,-0.0896305,6.0201,-7.8901,-0.390975,0.291755,5.3121,6.8359,-8.70985,-6.99725,-0.088930946,0.086373432,-0.729476031,17,21,19,42,7698,12617,0.78125,16.27503231,3.3203125,120.2525609,3.125,118.3318015,16,6
-1.0106,3.3462,-10.5009,0.80873,8.7861,-5.6756,0.071798181,5.961824,-7.832344,0.171368505,1.124008439,0.87441568,0.413966792,1.060192643,0.935101962,-0.406314533,-0.050552746,-0.728984484,2.721613137,3.087537909,3.694452592,0.109795,5.9924,-7.6825,-0.18348,0.37712,5.36485,6.51995,-8.1882,-7.2415,0.045560408,0.14968417,-0.722332985,25,21,20,35,7332,12443,0.78125,9.556283882,3.125,72.75906022,3.3203125,70.50568577,16,6
-1.4393,4.4653,-9.0043,1.6294,7.1683,-6.6848,0.150950206,5.936996,-7.8514015,0.356034109,0.278273382,0.311519917,0.596685938,0.527516239,0.558139693,-0.063547263,-0.57621966,-0.080007118,3.055534027,3.060032849,2.071913018,0.104054,6.0514,-7.8409,-0.21684,0.56419,5.6131,6.3002,-8.3015,-7.37205,-0.112124859,-0.063363299,-0.597954185,16,24,24,75,7105,12391,0.5859375,42.43430907,3.125,16.44042258,3.90625,15.83683585,16,6
-0.8626,3.9064,-9.8045,1.0534,7.835,-5.751,0.085991029,5.8699665,-7.952763,0.2156412,0.656195855,0.739147346,0.464371834,0.810059168,0.859736789,0.198876974,0.091515743,-0.000204503,2.094394774,2.665473924,2.542387084,0.031478,5.84135,-7.8542,-0.27457,0.43643,5.26665,6.36235,-8.631,-7.34845,0.073742997,-0.205597002,-0.686704262,14,19,21,44,7022,12796,0.5859375,17.42365547,2.734375,37.82528336,3.515625,50.54709265,16,6
-0.26377,4.2079,-9.8993,1.1908,7.3972,-6.4745,0.340342721,5.8607145,-8.007824,0.105153967,0.455976956,0.576412684,0.324274524,0.675260657,0.759218469,0.221180894,0.083231074,-0.489848562,2.164197916,2.523176381,2.703333743,0.30866,5.8479,-7.8423,0.0516655,0.59309,5.37185,6.31565,-8.48315,-7.45565,0.013390422,-0.080609354,-0.609764413,18,24,26,44,6960,12940,0.5859375,7.009173093,1.5625,18.15146435,3.515625,44.23745828,16,6
-0.88826,3.6963,-11.8649,2.0523,8.3344,-5.9974,0.466298585,5.7936855,-8.255721,0.376375859,1.042574252,1.570811935,0.613494792,1.021065253,1.253320364,-0.035051144,-0.011871192,-0.596677007,2.534281622,2.461688249,3.027508143,0.494475,5.8238,-8.12545,-0.0244545,0.913035,5.062,6.5148,-9.04405,-7.26145,0.001111763,0.040979923,-0.645299632,19,25,19,118,6921,13944,0.390625,38.97148916,3.3203125,53.66167929,4.1015625,112.7964468,16,6
-1.482,4.3124,-9.8642,1.4717,7.6996,-6.41,0.388684012,6.0030165,-7.960626,0.405042464,0.537065029,0.412383939,0.636429465,0.732847207,0.642171269,-0.589864649,0.112172793,-0.345385684,2.919166017,2.994231583,3.050105182,0.423885,6.0648,-7.9077,-0.0213355,0.927385,5.56975,6.32205,-8.3613,-7.51045,-0.397894131,-0.12078265,-0.243113585,14,23,27,111,7314,12756,0.390625,41.62131255,0.390625,24.58179813,3.125,23.49559564,16,6
-1.2991,4.7533,-9.2036,1.8389,7.5919,-6.3689,0.248334432,5.971883,-7.8655675,0.70609261,0.50745774,0.427705859,0.840293169,0.712360681,0.653992247,0.258326368,0.390692216,0.123661514,2.057126404,2.241076008,2.274860604,0.1066705,5.77165,-7.92845,-0.410425,0.85619,5.47,6.541,-8.3608,-7.3655,-0.097206701,-0.201495371,-0.511710419,10,17,18,153,7234,12459,0.9765625,96.02046491,1.7578125,41.97319484,3.7109375,40.67659448,16,6
-1.6249,2.3226,-11.8449,1.9006,10.7956,-3.9072,0.181903925,6.0563265,-7.8072675,0.498453581,2.191782342,2.203146927,0.706012451,1.480466934,1.484300147,0.006169735,0.415355857,0.033081139,2.720421912,4.618304098,3.77280332,0.258555,6.0064,-7.8011,-0.338165,0.63765,5.27395,6.78555,-8.47715,-7.1147,-0.082652164,-0.005549339,-0.738663891,16,18,21,106,7772,12629,0.9765625,70.06412822,1.953125,108.9484984,4.1015625,176.004157,16,6
-1.3306,3.6796,-9.9038,1.5031,7.8226,-6.3253,0.219717916,6.0092875,-7.798035,0.502277421,0.759534486,0.602841821,0.708715331,0.871512757,0.77642889,-0.046471224,-0.414220785,-0.361245265,2.044824205,2.918023964,2.587089414,0.26909,6.11905,-7.693,-0.32697,0.761875,5.432,6.59415,-8.34985,-7.26915,-0.057124101,0.051036221,-0.6897763,10,22,25,110,7373,12282,0.9765625,66.53253977,1.953125,50.34717679,3.515625,43.56816869,16,6
-0.78478,4.1489,-9.4314,1.6897,7.4859,-6.0396,0.233859091,5.927331,-7.8742965,0.293157916,0.471124356,0.455568705,0.541440593,0.686384991,0.674958298,0.453930399,-0.008420241,0.145846355,2.641349507,2.552377594,3.111781841,0.16756,5.89135,-7.83995,-0.18984,0.58253,5.4713,6.42935,-8.31675,-7.4703,-0.009838073,0.06695435,-0.435817878,12,20,30,69,7120,12492,0.9765625,29.35050052,1.953125,39.79482394,3.90625,29.99836038,16,6
-1.0346,3.6796,-11.0457,1.7644,9.461,-5.407,0.089633502,5.9669385,-7.848827,0.408559304,1.185010792,1.43356458,0.639186439,1.08858201,1.197315573,0.636407487,0.385865617,-0.134350843,3.056922345,2.856516475,2.24510774,-0.00681515,5.90105,-7.8644,-0.38524,0.404955,5.0912,6.74745,-8.81035,-6.80985,0.11724258,-0.042600898,-0.729026808,20,20,20,83,7357,12606,0.9765625,23.98065344,3.515625,73.92531139,4.1015625,118.7716629,16,6
-1.5069,3.6343,-11.2912,1.6645,9.0578,-5.2019,0.158011426,5.9639075,-7.8434345,0.40345872,1.781379218,2.398110463,0.635184005,1.33468319,1.548583373,0.240242054,0.271913314,-0.42765414,2.856773714,2.202606465,2.221193718,0.0943985,5.88495,-7.57365,-0.239705,0.48559,4.87125,6.9906,-8.94905,-6.6696,0.018200222,-0.096475262,-0.756092745,19,16,16,85,7468,12781,0.78125,27.25978973,3.3203125,153.1990216,4.1015625,279.2796841,16,6
-0.68107,4.5561,-10.1572,1.3037,7.1983,-5.824,0.296840685,6.097673,-7.773084,0.165996144,0.37704949,0.727583737,0.407426244,0.614043557,0.852985192,0.241041392,-0.471598281,-0.208221331,2.699640062,2.342629658,2.841629004,0.234905,6.17325,-7.7955,0.030671,0.59903,5.65875,6.58815,-8.31635,-7.12135,0.138565667,0.023506743,-0.646256599,18,22,24,51,7511,12229,0.9765625,17.92607786,1.953125,14.65696654,3.90625,58.10541884,16,6
-1.1056,3.65,-10.3355,1.2022,8.1054,-5.583,0.257994954,6.019822,-7.784635,0.220041354,1.008182281,1.079889734,0.469085657,1.004082806,1.039177431,-0.280785601,-0.153481353,-0.235189597,2.850932028,2.239748944,2.481849091,0.22383,6.1132,-7.76565,-0.026833,0.638925,5.25325,6.82825,-8.5017,-6.98775,0.12336076,0.007196522,-0.642393595,21,18,25,57,7448,12335,0.9765625,12.1382204,3.90625,53.05872691,4.1015625,52.15349805,16,6
-0.5771,3.6365,-9.864,1.1803,7.8359,-5.9934,0.236357758,6.058102857,-7.850229143,0.137339337,0.763518602,0.754503867,0.370593223,0.873795515,0.86862182,0.059898471,-0.460839614,-0.278579348,2.323042294,2.869508807,2.649872007,0.21789,6.1723,-7.6989,-0.0314085,0.5312575,5.5206,6.684,-8.35785,-7.308125,0.101626512,-0.052947403,-0.629568069,22,16,26,34,6555,10916,0.78125,9.0458289,4.6875,68.58652669,4.4921875,63.62051753,16,6
-4.206,4.1272,-9.5922,2.7393,16.3422,-1.6061,-0.890940349,8.541114,-4.981876,2.298135035,7.693780843,4.026356927,1.515960103,2.773766544,2.006578413,0.116764743,0.583645313,-0.166428212,2.552859306,2.97630172,2.048429852,-0.920805,8.3518,-4.8563,-1.9577,0.184525,6.304,10.38555,-6.5556,-3.11075,0.316595474,-0.056679232,-0.723131497,7,12,8,616,16121,5765,0.78125,165.5549014,1.5625,634.5175083,1.7578125,506.6459011,212,7
